Date,Close,Unadjusted_close,High,Low,Open,Volume
2021-09-28,130.3,130.3,137.1,130.3,134.0,72536
2021-09-29,129.8,129.8,134.1,129.7,130.2,66140
2021-09-30,127.7,127.7,133.8,123.7,130.1,133574
2021-10-01,127.0,127.0,130.5,125.8,126.4,58340
2021-10-04,122.4,122.4,125.8,121.3,125.8,82771
2021-10-05,133.1,133.1,133.8,123.5,124.3,145559
2021-10-06,136.7,136.7,138.7,131.5,133.2,78418
2021-10-07,136.2,136.2,137.6,129.7,137.5,85996
2021-10-08,134.8,134.8,136.6,132.2,136.1,57702
2021-10-11,136.3,136.3,137.1,133.6,135.1,36767
2021-10-12,137.9,137.9,140.1,133.8,133.8,30874
2021-10-13,137.9,137.9,139.8,135.9,137.3,39017
2021-10-14,133.9,133.9,140.7,133.7,138.5,48678
2021-10-15,135.9,135.9,135.9,131.0,135.0,77080
2021-10-18,140.6,140.6,140.8,135.1,136.2,40682
2021-10-19,142.9,142.9,143.1,140.0,141.8,31625
2021-10-20,146.2,146.2,148.4,142.6,142.8,50273
2021-10-21,140.0,140.0,144.3,139.4,141.8,59854
2021-10-22,140.2,140.2,141.4,138.3,140.1,24701
2021-10-25,133.7,133.7,140.9,133.7,140.0,46024
2021-10-26,133.9,133.9,135.7,131.3,134.1,45890
